,origin,destination
1363,123624419,46767065
1364,84883378,53690728
1365,84885702,2509821
1366,3367089,84886311
1367,2874048,49581354
1368,118869512,33956334
1369,84886121,133508892
1370,10903220,2871678
1371,118865242,436219
1372,36278574,2879848
1373,84886187,2766082
1374,2870542,5352220
1375,10306498,2871678
1376,118869512,67755022
1377,18989187,200027512
1378,2871678,45607568
1379,10046893,2871295
1380,2871678,24420044
1381,2877363,19644531
1382,18988104,210978132
1383,2876862,208953651
1384,26439468,18980811
1385,2876274,206106805
1386,94551546,543091
1387,34054056,2874205
1388,55085665,84888981
1389,11732858,2878623
1390,58311997,118867819
1391,18989842,214898791
1392,89506962,84886187
1393,2871295,9927431
1394,171092881,123625503
1395,25960695,2878623
1396,9933974,118865242
1397,129130272,123620562
1398,154314776,18982341
1399,2877021,12285711
1400,30868630,94553485
1401,210072244,2877363
1402,21132197,2871678
1403,693479,2871678
1404,2877021,33017860
1405,208262921,84880933
1406,202236641,2871295
1407,94554780,55768884
1408,9445990,2878623
1409,2871678,214967135
1410,122710809,94550656
1411,2874910,15387123
1412,2877363,15205009
1413,18386307,2871678
1414,132701225,18985384
1415,16707170,2878382
1416,10059642,2879053
1417,94551461,214929875
1418,2874205,24141288
1419,30681520,199661087
1420,58556439,2871678
1421,215522747,2871678
1422,2871678,7630313
1423,2871295,15498094
1424,2872613,6721161
1425,118865242,37951028
1426,1889530,2871678
1427,84698462,84886187
1428,123625612,55995197
1429,34569336,2870859
1430,199575755,199664249
1431,2871844,215246516
1432,207852861,123624419
1433,15295145,2877363
1434,4494938,18989187
1435,2871295,14250457
1436,55823738,2870859
1437,2871295,24299259
1438,439675,123625612
1439,94562719,94551461
1440,2878623,3052892
1441,2138915,2874205
1442,99512432,94552707
1443,2872803,55895637
1444,203625720,2877363
1445,2289513,2871678
1446,118860362,118400868
1447,123621651,49576230
1448,18981111,12309066
1449,32609809,2874910
1450,2878408,4966316
1451,17102991,2870252
1452,119442630,123625612
1453,21568668,2877021
1454,118865242,55991592
1455,23026468,116985597
1456,215358685,18981358
1457,2875502,28044551
1458,109773788,118862313
1459,118869865,15075513
1460,18232805,118865242
1461,91628893,84885702
1462,84880210,88890462
1463,14650182,18988104
1464,2871896,24627213
1465,94551157,15849466
1466,18981201,3812025
1467,12754619,18981201
1468,5201494,2877363
1469,44944394,2878623
1470,67812870,118869512
1471,123625563,207006924
1472,119191066,116985999
1473,2875502,15599172
1474,18980811,44048796
1475,18982341,153275772
1476,15708366,2871844
1477,15509590,118865242
1478,84880616,90407447
1479,2871678,15443173
1480,18988104,56486776
1481,59070256,94551428
1482,84886010,54014151
1483,11152838,94554780
1484,2872933,17879888
1485,18156679,18989187
1486,123621809,18874579
1487,2875502,13104945
1488,118865242,52804042
1489,118865242,29952797
1490,155775644,84886121
1491,15456899,2874048
1492,3694408,2871295
1493,2876496,25355759
1494,123624965,12631915
1495,211836215,94550757
1496,23251142,2870859
1497,2766082,84886187
1498,2877021,13577631
1499,2871678,3060655
1500,14142266,118865242
1501,18989187,215469151
1502,2871295,212642475
1503,18988104,13254740
1504,23349166,2871295
1505,11215469,2871678
1506,2871678,10903220
1507,8216946,2877021
1508,2879848,23216075
1509,140555606,118869512
1510,10260,2874048
1511,1215355,18981201
1512,213177497,2870859
1513,41729458,118865242
1514,123624419,3374252
1515,10955492,2877021
1516,118865242,19268995
1517,6258250,2878772
1518,2871443,12511895
1519,2877363,6536557
1520,16924925,2877363
1521,118869865,210870524
1522,2871295,90999783
1523,123625612,20876617
1524,29267152,2871678
1525,5823532,2879848
1526,2872613,55835030
1527,94550656,126086016
1528,55995197,123625612
1529,2871295,23819672
1530,116985597,5007659
1531,14447748,2875502
1532,11753620,84886782
1533,10103395,2874456
1534,29089624,84880210
1535,215419020,2876274
1536,12109490,118868461
1537,151927885,2871844
1538,84883968,89740181
1539,94555004,98846761
1540,18988104,55101527
1541,118079516,118866952
1542,137465607,94556835
1543,2878623,201839305
1544,123625563,3615795
1545,36030275,118865242
1546,18981201,4831915
1547,2877363,2386903
1548,2871295,12674066
1549,2874205,33950574
1550,7263624,2870829
1551,2874048,16210995
1552,11792149,116985749
1553,5881617,2876274
1554,2875502,199501685
1555,84880210,31422681
1556,2871844,79838419
1557,214684118,213345559
1558,84885803,90915201
1559,118869865,215699327
1560,212628638,18980380
1561,2874360,67861379
1562,14677196,2878623
1563,147010500,78641354
1564,2879270,51612
1565,18987532,205387192
1566,5154996,2871295
1567,2871678,46109146
1568,18988104,4131800
1569,17021217,2871844
1570,14584143,123625503
1571,2874456,29758128
1572,11927906,2871678
1573,129616340,84880933
1574,105381770,94551461
1575,84883712,92533239
1576,171874732,199664249
1577,2879270,201398225
1578,2877363,15226353
1579,94554780,96780119
1580,123625563,116937019
1581,2878623,27873328
1582,118865242,15034683
1583,8343534,2871678
1584,31889470,2871295
1585,215147494,2878772
1586,199664249,58908881
1587,18986705,15363306
1588,53416658,84888593
1589,73555094,84884258
1590,18980811,41731471
1591,24169610,18989187
1592,18984129,23097845
1593,22168848,84880210
1594,2875502,52934624
1595,2871678,8224388
1596,2879848,16870143
1597,2871678,1957598
1598,37642408,84888128
1599,2878772,2062095
1600,118869512,4373732
1601,2872613,8170601
1602,2871678,10718978
1603,12285711,2877021
1604,208650496,118869512
1605,118865242,10460085
1606,23856736,2873021
1607,199388049,18981358
1608,8762316,2874910
1609,118657709,123624419
1610,16852053,84884258
1611,18785288,2871678
1612,2872613,6772962
1613,2874048,5768095
1614,3862007,2877363
1615,41056036,2878623
1616,18988104,5201127
1617,2875502,2814893
1618,2876862,36504081
1619,84884060,24556916
1620,2878678,45242857
1621,35552261,18982512
1622,2335927,2875752
1623,8971038,84887726
1624,84886187,15431520
1625,29863734,2878623
1626,10409074,2877433
1627,123625503,42113621
1628,18981201,18315869
1629,8573101,116985749
1630,118865242,26460400
1631,2871678,215527533
1632,2871678,13434980
1633,34655691,84887955
1634,2871678,6719339
1635,2879848,8287491
1636,84880089,1119874
1637,14930227,2871678
1638,24853315,2873723
1639,2878623,1600786
1640,52804042,118865242
1641,18988104,154181287
1642,84888128,35647310
1643,18980463,15331212
1644,2871678,14626872
1645,14950873,2871678
1646,2878623,9005346
1647,10510694,2876862
1648,56393770,123624419
1649,97006489,2870829
1650,84885702,11419058
1651,133608164,2876274
1652,4966316,2878408
1653,18980811,15449480
1654,207894746,2872613
1655,49576230,123621651
1656,8752484,2878623
1657,2872580,58910297
1658,209776992,2870859
1659,18988104,14714892
1660,199660318,114044649
1661,2870252,27838508
1662,5768095,2874048
1663,2793377,2876862
1664,53381903,2874531
1665,94550757,211836215
1666,9239187,118865242
1667,2878772,5248787
1668,2872580,10593551
1669,118865242,16818259
1670,118869865,15030629
1671,39140567,123622796
1672,56456244,123623002
1673,2877363,12664059
1674,2157189,18981201
1675,2874677,215292011
1676,118869865,46852747
1677,2871844,7906823
1678,2879848,49645655
1679,84880210,54651006
1680,7464534,18981201
1681,16680286,2879848
1682,2871678,49643358
1683,18685052,2877363
1684,30509261,2871678
1685,94552965,36554590
1686,434551,84886782
1687,209453616,18981111
1688,67364389,2877521
1689,123625612,44237829
1690,33056412,84886187
1691,18980463,215173581
1692,206854575,2875502
1693,3187407,2877272
1694,123620562,119711627
1695,84888128,53506034
1696,18427622,18981201
1697,158877724,94552965
1698,2871678,11892495
1699,16144741,118861402
1700,21671278,2879270
1701,2878623,22889130
1702,119284108,118869865
1703,2878623,10421925
1704,2878623,21355476
1705,84885702,92155070
1706,2871678,202642071
1707,18985384,54470968
1708,13474402,2879270
1709,55735347,118869512
1710,6708368,2878623
1711,10761652,2871295
1712,54465037,2870859
1713,2878623,46181426
1714,18982209,2871295
1715,85444226,118865242
1716,79838419,2871844
1717,689162,84886782
1718,2876274,5881617
1719,84880210,73647366
1720,4492104,2876274
1721,84886010,150110769
1722,85499265,2875502
1723,16818891,2878623
1724,214857961,18981358
1725,100822033,94558998
1726,10421925,2878623
1727,7782424,2874910
1728,123624419,15379802
1729,2879270,15311774
1730,118869512,99216697
1731,120355230,118864046
1732,23394848,18980811
1733,14014714,2877363
1734,2879848,195699073
1735,10976141,2878623
1736,14910870,123624419
1737,2874531,21732247
1738,3970323,2874205
1739,2874205,157002358
1740,15524489,18983082
1741,2981943,18981111
1742,18982512,56159865
1743,118865242,120934395
1744,201701353,94550656
1745,4131800,18988104
1746,46535349,2877363
1747,19932002,84885702
1748,26748230,2874205
1749,210840072,84886187
1750,2875502,14680643
1751,2876862,206932883
1752,2589048,2871678
1753,118865242,40920579
1754,118869865,73532355
1755,24381263,123623002
1756,2871678,6469445
1757,436219,118865242
1758,2872653,215154863
1759,18016646,2878772
1760,2907415,2871678
1761,123625563,14123733
1762,96916402,94554727
1763,27288318,2876862
1764,92986369,118865242
1765,118865242,503432
1766,102565118,118869865
1767,49538818,2871896
1768,21212588,2876496
1769,4831915,18981201
1770,2654429,2879848
1771,8224388,2871678
1772,2877021,7479
1773,123624419,10193293
1774,195737114,2877038
1775,2878772,25371871
1776,2870829,2610953
1777,199661310,53401394
1778,2871678,15006985
1779,118869512,16245577
1780,5019840,2871295
1781,2871678,29319067
1782,118867428,212648346
1783,18981201,1575669
1784,111383077,2870252
1785,15973017,2874205
1786,12309066,18981111
1787,49645655,2879848
1788,96454295,123620562
1789,2871295,7665224
1790,18988104,4987772
1791,212718568,2877021
1792,30599859,2879270
1793,1400307,2871678
1794,123625612,34903907
1795,17140735,123625612
1796,94551461,215457590
1797,2046353,2879848
1798,22265464,118865242
1799,42113621,123625503
1800,17765314,2877363
1801,36489795,2878623
1802,8203711,2877363
1803,18988104,1444902
1804,123620562,126289348
1805,123624419,116488121
1806,207622386,2871678
1807,2874048,210970897
1808,2878623,9783934
1809,119711627,123620562
1810,18985384,48353080
1811,123625503,54104795
1812,54530826,118869512
1813,2871678,215503615
1814,2877021,52844743
1815,118869865,119284108
1816,115204671,18984455
1817,91171292,84886187
1818,214967135,2871678
1819,52151250,2879270
1820,2871678,53056376
1821,18437759,123623002
1822,208648408,118869512
1823,14716824,2879270
1824,3104131,2878623
1825,55151642,2879270
1826,2870941,42166481
1827,2874205,17598071
1828,94555004,99216943
1829,33026193,118869865
1830,164945171,164945171
1831,18989187,4494938
1832,91779747,18985384
1833,118865242,18099241
1834,211137609,164943220
1835,2874048,15936123
1836,3812025,18981201
1837,14469418,123625503
1838,2871295,2200053
1839,208650260,84885702
1840,9160993,2878538
1841,33770338,123621809
1842,164941654,55013084
1843,116985999,127661540
1844,18980463,25754679
1845,12428704,2874360
1846,2871844,49390574
1847,18988104,55710262
1848,84886010,15253590
1849,84886311,3079820
1850,2874205,29991811
1851,31422681,84880210
1852,676918,2871295
1853,2222163,2877363
1854,53407548,2873021
1855,2870829,3079912
1856,118865242,108794444
1857,118866359,4658778
1858,147541069,147010500
1859,11866946,123620011
1860,31442852,84880210
1861,7303236,2878408
1862,84885702,85062756
1863,87957716,84880210
1864,93810868,94554780
1865,2813886,18981201
1866,5797508,2871678
1867,39334447,2878623
1868,2735463,2871678
1869,28231884,2870252
1870,199668943,209854462
1871,59356679,84886782
1872,14619802,2871678
1873,13706449,2879848
1874,17701608,18980811
1875,165163703,2877521
1876,14258948,18980463
1877,123625563,17069925
1878,118865242,36030275
1879,73444359,2871844
1880,18980463,16579577
1881,92533239,84883712
1882,54717305,84885702
1883,84882789,33038418
1884,215458270,2871678
1885,68309617,2874205
1886,13336562,2878623
1887,2871295,23536679
1888,15498094,2871295
1889,2871844,79376472
1890,84886187,211531677
1891,2878623,1953906
1892,7002092,18988104
1893,2873021,2610625
1894,2877363,210072244
1895,2657211,118865242
1896,51742707,18981111
1897,118866595,18310961
1898,10120638,118869865
1899,2874205,151726103
1900,84880089,589992
1901,2871678,53981191
1902,94551461,105381770
1903,21291180,84880210
1904,3372934,84887179
1905,18981201,25663426
1906,2870252,8543356
1907,17857162,2878623
1908,53574635,84885702
1909,215560672,2871678
1910,2871295,2354177
1911,118869865,3869173
1912,29283124,2877021
1913,2871678,40549441
1914,1173063,2874910
1915,123625563,122426919
1916,2877363,8618342
1917,214947368,2871678
1918,200059176,164943220
1919,84886782,1574635
1920,33657524,2871295
1921,2878623,6846280
1922,94555004,215437311
1923,18108179,2871678
1924,12250340,2878623
1925,123624419,118616158
1926,11914339,118865242
1927,2877363,11145362
1928,211530767,2879270
1929,2870252,28231884
1930,16398629,2871295
1931,210970897,2874048
1932,33409307,2870859
1933,118865242,55255389
1934,17189451,2874048
1935,2877363,25722816
1936,36010141,2870829
1937,22234992,2878623
1938,59501495,123624419
1939,2875502,53996774
1940,2871844,195675203
1941,29288371,2871678
1942,6512466,2871844
1943,79574899,2878772
1944,196670774,18985384
1945,2873021,16270808
1946,18989187,211215474
1947,9828505,118865242
1948,2878623,33005385
1949,3727983,2871844
1950,6722218,84880210
1951,8943426,18981201
1952,94558998,10814521
1953,84886187,84136979
1954,84880210,31479035
1955,53509840,18982781
1956,2878623,29951367
1957,25439234,2871678
1958,2871295,2367735
1959,36027027,94551461
1960,7200544,2875502
1961,118869865,209386474
1962,13663221,2871678
1963,123621535,136884289
1964,49671107,18980811
1965,2871844,169039865
1966,84886782,10169464
1967,2871295,49351702
1968,18982781,38366903
1969,31904997,2877399
1970,118865242,85451369
1971,94550656,145970296
1972,2877363,44210016
1973,139321526,118869865
1974,123625563,59419724
1975,123623002,41567621
1976,5638231,2874048
1977,73649543,84880210
1978,18981111,54579701
1979,18985384,90382259
1980,18833597,18989559
1981,10814521,94558998
1982,2877363,35533094
1983,67819460,118869865
1984,97119623,94550656
1985,5556267,2871678
1986,18981201,22439621
1987,14058141,2877363
1988,18985384,36068993
1989,18989713,16429041
1990,2805199,118865242
1991,94550656,55313605
1992,120991349,123624419
1993,18578712,123624419
1994,149447397,123626539
1995,123624419,14078892
1996,215559925,2871678
1997,18980463,7755633
1998,18981111,215369998
1999,55700526,118869512
2000,6502758,2871678
2001,145644024,147012020
2002,2879848,4633201
2003,123624419,15343215
2004,53950824,2877021
2005,84880428,138886542
2006,84883172,214877549
2007,55930864,84880933
2008,25634959,2877363
2009,4581994,94551461
2010,118869865,8055647
2011,6028689,2871678
2012,2874584,28999945
2013,1473022,118869512
2014,2879848,2654429
2015,118865242,10432452
2016,51718299,84886926
2017,118865242,31988354
2018,118865242,2458436
2019,69671026,199666740
2020,37569437,2878623
2021,2870859,23251142
2022,123624419,13087299
2023,18981358,58022635
2024,2874910,215700859
2025,18984129,17485228
2026,55516636,123624419
2027,23536679,2871295
2028,2875502,8518179
2029,4362241,2877021
2030,118865242,18134814
2031,40924228,84887524
2032,2870829,13723823
2033,2878623,18319032
2034,2870859,117171828
2035,2871678,4501092
2036,21750422,123625503
2037,94551461,208086885
2038,84886311,214886034
2039,215065526,2877363
2040,115287229,123625503
2041,88228488,84880210
2042,85499907,2874113
2043,2878623,25785069
2044,84880210,1108854
2045,14391710,18980463
2046,83704489,84886187
2047,84885702,121200410
2048,17472979,2878408
2049,215527533,2871678
2050,4389843,84886010
2051,2878623,19446306
2052,118869865,11216070
2053,2874910,17421004
2054,2875502,67769670
2055,164945171,215382559
2056,84880933,53953613
2057,6907289,2874147
2058,84884060,55824174
2059,12818696,2871678
2060,19013402,2874910
2061,126289348,123620562
2062,2870252,15604707
2063,2871678,16473500
2064,54074395,199664249
2065,84880210,85743845
2066,2879270,46395485
2067,53210112,18989842
2068,1149022,2878623
2069,16535992,94552965
2070,2878772,21284193
2071,8425154,2871678
2072,49728819,2871295
2073,3824063,18981201
2074,123625563,123529549
2075,2871295,3489237
2076,32090197,18981201
2077,2874113,24619645
2078,2877272,19861500
2079,2871295,23819302
2080,511958,2879848
2081,2871295,198985239
2082,1604095,2878623
2083,214882432,94551461
2084,15449480,18980811
2085,2874910,55062592
2086,26592689,2878623
2087,84881740,215501798
2088,3596939,18980811
2089,52955813,2870542
2090,2876862,11665116
2091,214873634,2876274
2092,123625612,121799301
2093,22046139,2871295
2094,18981111,51742707
2095,24339938,84880089
2096,24657999,2871678
2097,2871678,388432
2098,3754806,2872613
2099,21390056,2878623
2100,84888128,35955291
2101,2871295,5114825
2102,11163498,2871678
2103,90161186,84884258
2104,6772962,2872613
2105,6858939,2871295
2106,122345764,123625612
2107,2879848,14640408
2108,16050694,2875502
2109,2871678,1674218
2110,15030629,118869865
2111,54440291,94551461
2112,18984129,20294453
2113,84880210,90068978
2114,136456000,118869865
2115,2871678,37880234
2116,6588830,2878623
2117,20024434,18980463
2118,2878623,17857162
2119,2878772,8054378
2120,84880210,40943176
2121,53469992,84881737
2122,123621596,9131316
2123,2200053,2871295
2124,2877272,19852198
2125,2878623,215138900
2126,14292953,2879848
2127,94551461,55224242
2128,2871533,36887028
2129,14759977,2875502
2130,2871678,42234051
2131,2871678,14950155
2132,15029935,2871896
2133,18981201,6541712
2134,2878623,33260008
2135,12081005,2871678
2136,8170601,2872613
2137,94552965,158877724
2138,20643212,2879270
2139,18988104,117918525
2140,2878772,49549241
2141,94552965,3868401
2142,18989187,49298618
2143,208730762,2875502
2144,23819672,2871295
2145,11722664,2878772
2146,37683180,123621651
2147,2877363,215434129
2148,10593551,2872580
2149,55678388,84888128
2150,2878772,215286247
2151,82523582,84886187
2152,118866595,119242085
2153,18287614,2871896
2154,137830203,94556881
2155,43151117,123623002
2156,2871678,12959611
2157,2874910,17299057
2158,2878623,14677196
2159,69173440,18981111
2160,95405782,94551461
2161,18980811,12529092
2162,8318034,2876274
2163,1205333,2871678
2164,17671326,2878772
2165,195797637,2871678
2166,145970296,94550656
2167,18980463,5927657
2168,215669757,118865242
2169,118869865,3305693
2170,37063497,2874910
2171,2871678,15027163
2172,123626539,53132385
2173,13198747,2874910
2174,21334565,84887955
2175,167667427,159353340
2176,2877272,3187407
2177,84880210,16079011
2178,2871678,25606817
2179,43341160,2871295
2180,2871295,53407948
2181,120287225,123624419
2182,867896,2878623
2183,123624419,42064757
2184,18980811,11937126
2185,84880210,54508647
2186,119233534,94551239
2187,2875102,214846229
2188,2871678,13200500
2189,2871896,16469337
2190,84887179,3372934
2191,84883378,96426257
2192,73538493,118869865
2193,2871844,21724504
2194,84889268,85920752
2195,36663109,2871295
2196,18988104,203107254
2197,55315885,18982460
2198,2871295,23937184
2199,215642799,2877021
2200,7656176,2874205
2201,95055078,123623002
2202,17230585,18980811
2203,10860640,2871295
2204,18981111,209453616
2205,2871678,20676565
2206,18981201,15661700
2207,41761212,2874048
2208,2879270,26768999
2209,16022177,2871546
2210,84886187,85622608
2211,27582189,84880089
2212,59137847,123620011
2213,2871295,25552852
2214,118865242,23937924
2215,2871678,32882612
2216,84886187,90413249
2217,11981165,2877363
2218,203623868,84881740
2219,15363306,18986705
2220,118865242,13649427
2221,16607416,84886782
2222,17991717,2871678
2223,23855206,2870859
2224,2871295,10127630
2225,13354676,123621651
2226,14893637,2871295
2227,2878623,11732858
2228,215645719,18980463
2229,56391313,84880039
2230,84886782,3722138
2231,94554780,215068006
2232,118400868,118860362
2233,46937020,2870859
2234,2871844,16692666
2235,1450614,18988104
2236,2871295,12957579
2237,2871678,7556388
2238,52856413,2874205
2239,2878772,214683235
2240,14635876,2870829
2241,14897439,2871295
2242,29762839,84884060
2243,33267241,18981201
2244,22326224,2871295
2245,94551157,55970579
2246,15940520,2878623
2247,2878772,15145581
2248,23819302,2871295
2249,27937092,84886311
2250,15006985,2871678
2251,84887524,82601075
2252,589992,84880089
2253,56209676,123624419
2254,2871295,10562736
2255,2871678,83999818
2256,2871295,17046374
2257,84886782,59356679
2258,51935574,2874048
2259,4633201,2879848
2260,18980811,12853768
2261,2877363,17765314
2262,2879848,12988916
2263,133816841,164943220
2264,2871678,18942078
2265,210170801,2871896
2266,94550656,122637827
2267,215442722,2874205
2268,3000661,2878623
2269,123623002,32209889
2270,16870143,2879848
2271,2871678,198946951
2272,84881737,211162853
2273,164944031,18905947
2274,23292860,2876274
2275,9832108,2871295
2276,19404268,123622228
2277,11419058,84885702
2278,2871896,17487591
2279,2878623,37730660
2280,16666878,2874048
2281,10550142,2876496
2282,118865242,18161327
2283,2878408,7303236
2284,2878623,25510626
2285,215565726,2871678
2286,2874531,56229378
2287,15253590,84886010
2288,32185796,2878623
2289,199668547,209424701
2290,84880616,14810775
2291,17513954,123624419
2292,24412112,84882789
2293,206095004,18981358
2294,2871678,159104
2295,2871295,14897439
2296,3841883,2878408
2297,53730620,2877363
2298,206614279,2878772
2299,94554727,96916402
2300,207087113,2871678
2301,100995934,118864839
2302,14578180,2871678
2303,1275132,2871295
2304,2871678,205526027
2305,27883728,94552965
2306,35955291,84888128
2307,84880210,3067964
2308,10193293,123624419
2309,2878623,11616388
2310,18980463,443185
2311,2877272,52298606
2312,59231616,18980811
2313,85873559,84884060
2314,30739242,2878772
2315,123624419,14122709
2316,123625503,16211452
2317,2877363,16775854
2318,2871295,43341160
2319,53343711,118869865
2320,9979860,18980811
2321,2871678,2907415
2322,118864667,118616185
2323,2874205,15723640
2324,16727002,18989187
2325,18982114,23125907
2326,196810635,2876274
2327,27204010,2874205
2328,118860362,119276954
2329,38321712,2878623
2330,2875502,206854575
2331,73657989,2878623
2332,123622228,203637576
2333,2871678,10306498
2334,84886010,2513717
2335,22052516,84886782
2336,2877363,16859265
2337,18989842,7167934
2338,27361104,2875502
2339,43787305,2875102
2340,18988046,3829921
2341,2871678,22122246
2342,2878772,18016646
2343,2871295,386510
2344,28888911,2874910
2345,991288,2874205
2346,41498019,2876862
2347,118869512,140555606
2348,18981358,206095004
2349,18981358,19272194
2350,136929899,118869865
2351,2875502,596382
2352,18988104,14956539
2353,2878623,9445990
2354,2871295,6982485
2355,152282995,123624686
2356,40740571,94550656
2357,9131316,123621596
2358,18980463,14667576
2359,2871295,215438997
2360,2878623,34296665
2361,2871295,23349166
2362,123625612,17140735
2363,84884258,16852053
2364,2874205,7842029
2365,3481901,18989187
2366,2876274,4829868
2367,118865242,62579725
2368,199464248,2871295
2369,21261060,84880039
2370,29440039,84886010
2371,2873489,12132580
2372,18982341,207812862
2373,85528897,18988104
2374,118865242,9945685
2375,118865242,6946836
2376,5177093,18980811
2377,6622412,2878772
2378,118869512,56275719
2379,2871678,215250250
2380,16270808,2873021
2381,49412281,2874205
2382,2876862,51941204
2383,18980811,26439468
2384,18988104,1450614
2385,2874910,7782424
2386,1972947,84889268
2387,2871678,78344928
2388,4538336,2871678
2389,123625612,124178712
2390,2871295,16986630
2391,2870829,36010141
2392,157067048,2878623
2393,29245554,2877363
2394,84886782,83582692
2395,2871678,33418606
2396,7697059,2870252
2397,2871295,8162968
2398,7556388,2871678
2399,9463935,2874910
2400,58935046,84880210
2401,151726103,2874205
2402,88165152,2871295
2403,10439391,2874910
2404,84881737,83566180
2405,12200739,2871678
2406,87155289,84884258
2407,25449309,2870252
2408,2874910,31259380
2409,123189999,123624419
2410,2874147,6907289
2411,84880089,41090046
2412,123624419,17673941
2413,3705712,84889268
2414,2875502,16553797
2415,18981201,18556753
2416,22136390,94551428
2417,116488121,123624419
2418,59396917,118869865
2419,2878623,3000661
2420,123622228,18655726
2421,2876496,16254466
2422,20813151,2877363
2423,8618342,2877363
2424,2871295,10317782
2425,81978946,84886311
2426,123624419,17996818
2427,119242085,118866595
2428,2871896,14537723
2429,18981358,199388049
2430,2878772,16794728
2431,4986061,18989187
2432,84880933,55480976
2433,2871844,3727983
2434,2878623,42527356
2435,207959702,2874048
2436,199541364,2877021
2437,2878623,26662372
2438,2874456,10103395
2439,18600999,2878623
2440,215008161,2871295
2441,16169492,84886782
2442,14680643,2875502
2443,18988104,8412889
2444,2871295,491560
2445,10108583,2871295
2446,2874205,3006073
2447,33902589,2871678
2448,3822575,2878772
2449,26833407,2879270
2450,123623740,121308495
2451,84885702,19932002
2452,2878623,18600999
2453,18989187,3481901
2454,2874456,17828846
2455,6162230,118869865
2456,199661310,103775028
2457,208957827,2876862
2458,84886782,16697618
2459,5809840,2871678
2460,2871295,40395601
2461,16429041,18989713
2462,2871678,16649546
2463,123625612,53519223
2464,2871295,8705297
2465,51565038,118861402
2466,2870252,8270635
2467,2871896,18354864
2468,2876496,215416560
2469,2872613,207498370
2470,2872613,91190458
2471,208217703,2874205
2472,2871295,19278306
2473,2871678,207622386
2474,199661310,53449295
2475,33260008,2878623
2476,84886311,52264569
2477,54474264,2871678
2478,3269385,2877521
2479,16986630,2871295
2480,145042397,2878623
2481,205267295,18981111
2482,84885702,158624941
2483,6392032,2878623
2484,84887639,35576337
2485,197402050,2874677
2486,116937019,123625563
2487,2871844,3797770
2488,18980380,202130625
2489,8064175,2871295
2490,6541712,18981201
2491,214873910,2871678
2492,2871678,4895988
2493,2878623,2289755
2494,215142881,2872613
2495,44096525,2875502
2496,211095057,94551461
2497,18988104,56213522
2498,45196841,18984129
2499,4982952,84881740
2500,90181915,84886121
2501,123626539,133959917
2502,2879848,9282075
2503,45607568,2871678
2504,2871678,10969742
2505,2877363,11160765
2506,118864046,120355230
2507,2870859,33409307
2508,215150248,18981358
2509,18980463,4465846
2510,2876274,79485549
2511,67755022,118869512
2512,2874205,991288
2513,2871844,10685949
2514,84886077,27629110
2515,2871295,22305050
2516,2870829,18799493
2517,11070626,18984455
2518,118869512,4358548
2519,3797770,2871844
2520,2871678,10824641
2521,123622228,83987429
2522,15456193,2876274
2523,215692040,2878772
2524,118861402,51565038
2525,21732247,2874531
2526,2874147,1379407
2527,2878623,3018341
2528,17101318,118861402
2529,13104945,2875502
2530,2871678,14930227
2531,123625503,55257231
2532,118865242,15265528
2533,3758531,2871295
2534,123624419,118657709
2535,2871678,13663221
2536,2871295,92409138
2537,21789514,84885702
2538,2877363,46535349
2539,2871295,7707206
2540,154027071,18982341
2541,90413249,84886187
2542,24227348,2876862
2543,2874205,56955590
2544,18988104,16979878
2545,14538856,2879848
2546,118869512,8203555
2547,25260838,2877363
2548,84884278,146806228
2549,73647366,84880210
2550,18985384,35844796
2551,89357992,84881740
2552,116984815,116984815
2553,109931545,118869512
2554,53434638,123625307
2555,118869865,136929899
2556,118867428,55325934
2557,24619645,2874113
2558,4490612,2878623
2559,77760284,2876862
2560,111338160,94550656
2561,2871678,4091872
2562,136884289,123621535
2563,2871678,13393553
2564,3786531,2879270
2565,2043009,18980811
2566,4829868,2876274
2567,2874048,18712737
2568,2871678,9032407
2569,2879848,23462035
2570,6481831,84888128
2571,4183516,2878772
2572,4987772,18988104
2573,18981201,17987031
2574,29326623,2870252
2575,11744518,2874048
2576,49390574,2871844
2577,6975232,2878772
2578,44230136,2879270
2579,118869512,117809371
2580,214684102,2871295
2581,44192080,84885702
2582,18351756,18981625
2583,195698998,2871295
2584,16079011,84880210
2585,2877363,84717
2586,2874048,202754377
2587,3183447,2875102
2588,2875502,54460141
2589,196622323,2872613
2590,18988104,15814726
2591,169145114,2870075
2592,52019462,18981358
2593,4465846,18980463
2594,94550656,14765013
2595,215591073,118863056
2596,2871678,18785288
2597,123624419,15860207
2598,84880210,9233575
2599,50784578,18980463
2600,84838627,118867660
2601,116984330,54025500
2602,2871295,18223786
2603,84885803,34627403
2604,2874531,53381903
2605,2871678,215072734
2606,15675482,18980811
2607,84885024,88761747
2608,59583594,118865242
2609,22375685,123621596
2610,94555004,21717068
2611,88810478,2871678
2612,2878623,53126234
2613,118869865,53343711
2614,3789681,2874910
2615,118865242,11914339
2616,42678162,2870859
2617,2871678,12279261
2618,118865242,125942873
2619,2874910,16481537
2620,139593766,94556881
2621,2874048,18182840
2622,17299057,2874910
2623,7819841,123624419
2624,3655178,18989187
2625,14089842,18982504
2626,118865242,18991474
2627,46109146,2871678
2628,18988104,1325836
2629,15727257,2875502
2630,55701872,18981358
2631,4042988,2871295
2632,84881740,2331270
2633,27427250,18989187
2634,18057155,2872613
2635,7885438,18982114
2636,2570126,94551461
