,origin,destination
2637,215209877,2871678
2638,18982512,44207723
2639,2877363,20938318
2640,84886782,12890520
2641,2875102,211209848
2642,15298306,18980811
2643,34627403,84885803
2644,2877021,3647581
2645,118865242,211530519
2646,11937126,18980811
2647,2871295,52035201
2648,21724504,2871844
2649,23937924,118865242
2650,2870859,10820711
2651,388432,2871678
2652,35177577,123620170
2653,116985597,13814166
2654,41625243,118865242
2655,84886782,16665419
2656,84886187,89506962
2657,56055769,118869512
2658,55835030,2872613
2659,2877363,2275949
2660,26662372,2878623
2661,84886010,148341
2662,22794127,2870829
2663,7167934,18989842
2664,9762195,18989713
2665,2871678,31411528
2666,2878623,15360471
2667,123624419,59501495
2668,199382229,118869865
2669,6091382,123626539
2670,214877549,84883172
2671,2878772,57828152
2672,2876862,208957827
2673,5248787,2878772
2674,24785095,118865242
2675,201646914,123621596
2676,21689818,2871678
2677,18981201,59944208
2678,2874910,35988238
2679,6582186,18980380
2680,174774053,118865242
2681,55788470,123621535
2682,21729369,2870829
2683,38543881,84887524
2684,209424701,199668547
2685,14626872,2871678
2686,2595545,2871295
2687,2876862,13438268
2688,14186133,123624419
2689,2509821,84885702
2690,2877363,15295145
2691,18980811,11829775
2692,22076957,118865242
2693,56504607,2878408
2694,18989187,76566
2695,118865242,62607098
2696,2871678,204847971
2697,5001800,2871678
2698,16074061,2878623
2699,118865242,126097949
2700,57475562,2877272
2701,2871295,21932941
2702,2874205,17352131
2703,2048343,2871678
2704,24076638,123625187
2705,2877363,1126554
2706,18989187,46894666
2707,118869512,109931545
2708,17076425,2877433
2709,46820837,2879270
2710,2870859,214163626
2711,2879848,511958
2712,15068957,2875102
2713,7235364,84886010
2714,14676018,2874048
2715,18981201,3770334
2716,2877021,203498944
2717,118865242,209178052
2718,7079855,2878623
2719,202152563,94550656
2720,94551546,102670965
2721,2871844,15708366
2722,16017425,18989713
2723,15604707,2870252
2724,2877363,13307876
2725,12114532,2871678
2726,2871844,16983306
2727,118865242,120003926
2728,86057817,84881737
2729,94552965,111171622
2730,84889268,3151384
2731,123624419,54793823
2732,8412889,18988104
2733,7719631,2879848
2734,2871678,10055601
2735,18485141,2871678
2736,54579701,18981111
2737,16974432,2878623
2738,2874048,56482248
2739,123624419,56209676
2740,18980811,1637884
2741,14104547,2879270
2742,55110191,18988104
2743,84884060,86386702
2744,8018578,18984674
2745,118865242,2805199
2746,18161327,118865242
2747,2871295,25678577
2748,118865242,33972585
2749,89203508,84885702
2750,5015858,18981358
2751,22704411,2876274
2752,2879848,7719631
2753,2389825,123624419
2754,3696915,18985384
2755,119306129,118860362
2756,18984129,45196841
2757,2871678,205527817
2758,54104795,123625503
2759,36751145,84880089
2760,18980463,13446654
2761,2871678,23721006
2762,35988238,2874910
2763,208201967,2875502
2764,102670965,94551546
2765,10498975,2874910
2766,2878623,209897349
2767,2875502,12607290
2768,123625612,55931627
2769,118869865,215689327
2770,17329069,18980811
2771,2871295,5783497
2772,84880039,2076640
2773,84886010,59429739
2774,2878623,6150416
2775,18981201,7464534
2776,215201709,2870252
2777,8215795,2871678
2778,6554705,18989842
2779,18980811,4121991
2780,94550656,123223115
2781,118471930,118860362
2782,2871295,13632707
2783,2877021,17282839
2784,23072122,2871678
2785,6946836,118865242
2786,123621809,22236857
2787,1358348,2871844
2788,123624063,139226034
2789,15350040,2875502
2790,6327548,118865242
2791,2871295,7904124
2792,7773017,2871295
2793,17611426,2876496
2794,32648674,18988104
2795,2871678,7018295
2796,10517945,2871678
2797,18988104,10109702
2798,14643632,2875502
2799,118869865,59396917
2800,4501854,94551461
2801,2870829,103289532
2802,84887955,34655691
2803,2870252,6375331
2804,2879848,27597262
2805,9945685,118865242
2806,2871678,24497082
2807,2878623,1149022
2808,154805833,18982341
2809,2878623,6723523
2810,5385741,18988104
2811,153704847,18982341
2812,18988046,15715473
2813,44207723,18982512
2814,16412863,18981201
2815,118865242,9239187
2816,18980380,56895353
2817,76650940,94556645
2818,84880039,33907068
2819,32259485,2878623
2820,2871295,12360600
2821,2878772,29517389
2822,2870859,209776992
2823,214953330,2878623
2824,2871896,6084645
2825,2877363,20813151
2826,2874205,18836632
2827,84886187,55484770
2828,88493291,118865242
2829,2871678,9397891
2830,2874910,28142037
2831,84884258,87155289
2832,201075921,94553485
2833,123621236,2120690
2834,2871678,1889530
2835,2062095,2878772
2836,214886034,84886311
2837,915261,123620562
2838,119425258,123624419
2839,2033774,18988104
2840,199664249,210127978
2841,2870859,21350433
2842,2871295,2047499
2843,2877021,8216946
2844,18980380,18980380
2845,46852747,118869865
2846,18988104,26193199
2847,2878772,54703894
2848,54651006,84880210
2849,16254466,2876496
2850,15257184,2870829
2851,84334362,84880933
2852,6293113,84888128
2853,18723910,84886782
2854,2875502,26014720
2855,84880210,29089624
2856,2871678,10675059
2857,18980463,9280598
2858,18836632,2874205
2859,2878623,748374
2860,2871295,8870000
2861,15122943,2871295
2862,2877521,165163703
2863,18988104,10560231
2864,118869865,26376425
2865,2871844,3395327
2866,55763494,118867428
2867,14537723,2871896
2868,18549749,2878623
2869,2877021,4971289
2870,123625612,160003816
2871,2875502,14497016
2872,2878623,36489795
2873,2878623,2352378
2874,84882385,16446403
2875,94554780,93810868
2876,123624419,58552817
2877,45637674,2878017
2878,18981111,35776374
2879,115723159,118869865
2880,25371871,2878772
2881,164943220,200059176
2882,6193873,2879621
2883,2871678,72351032
2884,3395327,2871844
2885,6482545,18989187
2886,16665419,84886782
2887,49549241,2878772
2888,14228756,2871678
2889,2879848,1360775
2890,6562274,2871295
2891,84883378,202433614
2892,2877272,53331858
2893,71939881,2874205
2894,214847340,2871295
2895,21633968,2871295
2896,2871295,41460368
2897,2877021,2968623
2898,213345559,214684118
2899,21592230,2876496
2900,18980463,214988023
2901,2871678,18386307
2902,6596394,2878623
2903,2871678,59402320
2904,5080979,18989187
2905,22195953,2870252
2906,214619426,2874048
2907,54529875,147012241
2908,18902195,2874205
2909,215250250,2871678
2910,123624686,189802808
2911,84880210,87957716
2912,206634381,2876274
2913,215438997,2871295
2914,2875102,15068957
2915,2875502,46098353
2916,18981111,10891551
2917,2871844,22360438
2918,46098353,2875502
2919,208146213,2877363
2920,147010500,147541069
2921,14122709,123624419
2922,119440560,123625612
2923,55257231,123625503
2924,116984178,199514384
2925,2871295,38791414
2926,215382559,164945171
2927,142917366,2876274
2928,118865242,24785095
2929,92996067,118867660
2930,118869512,56217255
2931,84880933,8804319
2932,119328793,123622426
2933,2878623,34666541
2934,36554590,94552965
2935,9233575,84880210
2936,14646860,2877038
2937,49359590,84885702
2938,11254783,2878772
2939,118865242,122553687
2940,118866952,45658862
2941,18905947,164944031
2942,2879270,20643212
2943,2876274,22704411
2944,8552484,18980811
2945,49471094,94551461
2946,2877363,13256563
2947,56054937,18988104
2948,56358198,84886121
2949,13368210,2871295
2950,120471558,118865242
2951,25317761,2878623
2952,32209889,123623002
2953,123624419,15813405
2954,2874360,4394007
2955,3331424,84886311
2956,126086016,94550656
2957,2878623,74723041
2958,18981625,18351756
2959,596382,2875502
2960,25606817,2871678
2961,2871678,18485141
2962,2766758,84885024
2963,53610353,84880428
2964,2871896,15029935
2965,22917039,2871295
2966,55895637,2872803
2967,71696468,2878772
2968,2879848,3046001
2969,59440642,123625612
2970,386510,2871295
2971,118865242,18042998
2972,118869512,208646633
2973,6717455,2871678
2974,16702825,84886187
2975,122450229,2872538
2976,2879270,13325230
2977,2879848,2046353
2978,1803467,2878772
2979,2875502,10198220
2980,123620562,85501607
2981,202015424,84882469
2982,2878408,21497110
2983,84880210,84043824
2984,9412160,2878623
2985,123626539,124087766
2986,78344928,2871678
2987,2870829,8405000
2988,84880210,13359905
2989,6723523,2878623
2990,16350194,84880210
2991,2871678,1922512
2992,142647459,2874205
2993,28621763,2876699
2994,84880210,55493861
2995,118865242,88493291
2996,4299755,2879848
2997,8960425,118869512
2998,16960034,2875502
2999,55735749,118869865
3000,215292765,164943220
3001,214858035,18989187
3002,214821010,2871295
3003,118865242,46073331
3004,22099580,2871295
3005,19185430,2878623
3006,8055647,118869865
3007,118869512,43674615
3008,18315869,18981201
3009,45951078,118865242
3010,18980380,6084824
3011,2871295,30022384
3012,84880210,135735505
3013,205527817,2871678
3014,2874205,38854547
3015,15813405,123624419
3016,59439979,84883172
3017,123622426,119150431
3018,118865242,59583594
3019,118869865,139321526
3020,6400114,2871295
3021,123620170,9392812
3022,2871295,88165152
3023,2878772,322482
3024,15936123,2874048
3025,18984674,202540676
3026,123621809,18665547
3027,2874048,11633312
3028,118865242,214626636
3029,4727659,2877021
3030,2878623,27887384
3031,94551428,22136390
3032,2871678,16144796
3033,4139431,2878772
3034,15417267,123620170
3035,18989187,214858035
3036,2870859,42678162
3037,25763220,2874584
3038,2877363,11284020
3039,123625563,30883103
3040,160003816,123625612
3041,7697350,2878623
3042,84888593,53416658
3043,18988104,10061677
3044,207812862,18982341
3045,2872613,15078179
3046,118543297,199669503
3047,7906823,2871844
3048,59058328,2875502
3049,203439752,2871678
3050,198955980,2872538
3051,18185235,2879270
3052,18408268,2878772
3053,18982341,154805833
3054,2871295,6562274
3055,6469445,2871678
3056,2879270,21671278
3057,18354864,2871896
3058,2871295,13368210
3059,84886782,689162
3060,56000999,2871678
3061,26574010,2877021
3062,2878623,3770435
3063,2876274,25827908
3064,84889268,7908042
3065,214862914,2878772
3066,18980811,8552484
3067,14372096,18981201
3068,2878623,202820755
3069,18988104,53070838
3070,17790566,2871678
3071,150110769,84886010
3072,118865242,17425073
3073,2352135,84885702
3074,199661310,208261374
3075,2834223,2871295
3076,10055601,2871678
3077,14588775,2870829
3078,15484433,2870252
3079,2877363,203625720
3080,2878623,13336562
3081,84885702,130326343
3082,53132385,123626539
3083,84886782,22857112
3084,215173581,18980463
3085,2076640,84880039
3086,118865242,46101265
3087,118981968,118864086
3088,2877433,10409074
3089,9005346,2878623
3090,215292011,2874677
3091,2877363,16924925
3092,2878623,11769552
3093,25079962,2878623
3094,6536557,2877363
3095,202626789,2871678
3096,2874048,5638231
3097,16111369,2871295
3098,173188179,2871295
3099,18981201,12754619
3100,27299783,118869865
3101,84885702,4815918
3102,2877363,13377036
3103,2871678,207087113
3104,2878623,6248247
3105,18981201,14273347
3106,5954843,118861402
3107,18980463,50784578
3108,59437318,94550656
3109,5988896,2871678
3110,18310961,118866595
3111,2879848,3238555
3112,158677042,84883172
3113,123625612,119442630
3114,2877363,1241339
3115,2876862,20054316
3116,209854462,199668943
3117,18982781,53509840
3118,2874205,52856413
3119,2879848,14292953
3120,3379289,2878772
3121,2871844,17021217
3122,84885702,2352135
3123,2878772,7950361
3124,2878623,10426277
3125,123620064,73491930
3126,2871678,28091713
3127,94553485,135900901
3128,2874048,41761212
3129,19822531,2878623
3130,84880933,83577022
3131,119722470,18982127
3132,17425073,118865242
3133,2878623,49664848
3134,199625065,2871844
3135,215482364,2871844
3136,94550757,21050656
3137,2875502,208201967
3138,7630313,2871678
3139,1741806,84889339
3140,2871678,23802890
3141,1575669,18981201
3142,18988046,145042170
3143,59603850,2871678
3144,14899315,18988104
3145,103411727,94551461
3146,6248247,2878623
3147,84886187,16702825
3148,2878623,21390056
3149,84887955,25769830
3150,67308506,199660318
3151,215419483,199662766
3152,82376743,2877363
3153,12890520,84886782
3154,2871295,2834223
3155,2871678,215649525
3156,2871844,8741144
3157,38366903,18982781
3158,2872613,8268244
3159,215416560,2876496
3160,118866026,211097074
3161,2871295,7952531
3162,2871295,13145364
3163,118865242,33356019
3164,2874048,49314164
3165,164943220,4408210
3166,84888128,37642408
3167,109125898,118865242
3168,14529455,2874988
3169,94551461,49471094
3170,84887639,18994387
3171,2871295,33657524
3172,18981358,215150248
3173,94550656,197467196
3174,2871678,14840327
3175,136897743,2879211
3176,49253171,2879270
3177,2876274,24400243
3178,2877363,18685052
3179,2871678,11440225
3180,15442149,2871295
3181,123621809,33770338
3182,2871295,52255759
3183,94551461,214882432
3184,13795717,2871678
3185,2879848,214877679
3186,40943176,84880210
3187,6275505,18988104
3188,207952594,2871678
3189,17485228,18984129
3190,16473500,2871678
3191,2879270,53088494
3192,16481537,2874910
3193,3894387,2875502
3194,53360167,2879270
3195,2871678,56000999
3196,2874205,30784882
3197,2871295,25142752
3198,123625503,214941886
3199,2091327,2877363
3200,9927431,2871295
3201,13632707,2871295
3202,88119325,94552965
3203,18982114,3934375
3204,2871295,210039515
3205,2871678,5508928
3206,210118603,2871844
3207,2872933,16114923
3208,213389404,2875102
3209,2878623,71619964
3210,2874048,14676018
3211,2871546,205614030
3212,53771079,2871678
3213,17828846,2874456
3214,123624063,29049532
3215,17069925,123625563
3216,2871678,215055962
3217,18182840,2874048
3218,6575349,2871295
3219,31411528,2871678
3220,18982341,157288398
3221,2878408,51983673
3222,118869512,55735347
3223,118865242,133607805
3224,27597586,84886010
3225,10560231,18988104
3226,199681,84886187
3227,215155913,2876862
3228,201672040,2875502
3229,123625503,4857250
3230,94552707,99512432
3231,18988104,85528897
3232,211162853,84881737
3233,2875102,195857184
3234,2954540,2879270
3235,2878772,3822575
3236,16783722,2876274
3237,16921108,2871896
3238,141068046,84886782
3239,7146390,2871295
3240,18443902,2877399
3241,18988104,2793147
3242,2878382,16707170
3243,198979577,2872613
3244,146806228,84884278
3245,2871678,2735463
3246,46101265,118865242
3247,18986705,9243569
3248,2875502,85499265
3249,45242857,2878678
3250,18984386,15881442
3251,828742,2876274
3252,18988104,14668386
3253,215469151,18989187
3254,2871896,27996571
3255,89108538,84880210
3256,10621842,118864093
3257,86147898,84880933
3258,7018295,2871678
3259,18984455,212648606
3260,1387564,18989187
3261,2876274,206487407
3262,21284193,2878772
3263,54445452,2876274
3264,118865639,14349415
3265,207222553,2874205
3266,199664249,151637304
3267,3770334,18981201
3268,46806114,2871295
3269,2872613,207894746
3270,2796529,2878017
3271,2871295,84053904
3272,84880210,89108538
3273,2877021,215469706
3274,12501401,18981201
3275,118867660,92996067
3276,24196730,2871678
3277,2879848,14046710
3278,150118258,2874018
3279,55230130,2871295
3280,9032407,2871678
3281,103629610,94551461
3282,92991281,118865242
3283,2871295,1488693
3284,118865242,7959997
3285,2871678,25358814
3286,2870542,52955813
3287,85518091,118864086
3288,2875502,67753980
3289,2879270,211530767
3290,2879270,150148179
3291,3647581,2877021
3292,2871678,6920514
3293,2871678,15836097
3294,118869865,146121224
3295,67861379,2874360
3296,8678799,123624419
3297,199661310,119106056
3298,52306448,84881740
3299,2878623,15746375
3300,15171142,2877433
3301,94551461,103146179
3302,2871678,2048343
3303,54001122,116984741
3304,2878772,22997313
3305,84888593,19133726
3306,2875502,14759977
3307,209516880,2871295
3308,118865242,15000514
3309,18982460,55315885
3310,84881737,1829699
3311,605408,18986705
3312,3157894,2879848
3313,1024973,2876862
3314,16688353,84880933
3315,30052017,2879270
3316,19644531,2877363
3317,2871295,9584040
3318,25670350,2871896
3319,491560,2871295
3320,204971573,18982114
3321,94559890,119001511
3322,21050656,94550757
3323,2876274,16783722
3324,16969579,2878623
3325,84880210,15886324
3326,2874113,7107932
3327,2878772,1677520
3328,123621596,53278851
3329,8696626,2878623
3330,1674218,2871678
3331,18980463,20024434
3332,118865242,122867950
3333,15360471,2878623
3334,199661087,30681520
3335,195316976,18980380
3336,11633312,2874048
3337,84885702,56362742
3338,148852122,199664249
3339,118868461,195321857
3340,24627213,2871896
3341,14780100,2875502
3342,18789958,2874910
3343,16521982,2878623
3344,16210995,2874048
3345,2878623,4641964
3346,2875502,46454040
3347,2879270,3786531
3348,118869512,2925012
3349,8203555,118869512
3350,18986705,41830367
3351,62820781,2879848
3352,11145362,2877363
3353,119605022,18980380
3354,2877021,4362241
3355,10426277,2878623
3356,2875502,44096525
3357,118869512,208082671
3358,9538922,2871678
3359,84886187,82523582
3360,94555004,205958276
3361,14876150,2871844
3362,84880210,16581554
3363,2871844,3037543
3364,2875502,15646054
3365,18981201,18427622
3366,84886782,2389587
3367,2878772,5666247
3368,2871295,214684102
3369,15379802,123624419
3370,118867660,84838627
3371,123625612,122345764
3372,15697959,2871295
3373,2871678,3865262
3374,2120690,123621236
3375,84880089,27503861
3376,49314164,2874048
3377,2877363,7318291
3378,118869865,85519626
3379,14702454,2874910
3380,84886311,3331424
3381,84886010,114914876
3382,12690127,2871678
3383,11067173,18981201
3384,9929478,18984129
3385,2389587,84886782
3386,15661700,18981201
3387,2878623,10862942
3388,199664249,204602933
3389,2878408,17472979
3390,14972842,2877038
3391,732997,2874205
3392,18981201,17846394
3393,45924487,84888981
3394,26032965,2871844
3395,18980380,21657274
3396,117331252,118865242
3397,42234051,2871678
3398,4358548,118869512
3399,199664249,148852122
3400,52990048,84886782
3401,2874048,5706436
3402,14259349,2873021
3403,118869512,56055769
3404,213193444,2879848
3405,94551461,103411727
3406,118869865,102395480
3407,33005385,2878623
3408,207006924,123625563
3409,118865242,46225002
3410,155411949,18982341
3411,210864114,2871678
3412,35533094,2877363
3413,84882765,8694684
3414,2876496,9605563
3415,2878623,12250340
3416,114996568,2875102
3417,2879270,26690314
3418,3151384,84889268
3419,210870524,118869865
3420,94551239,115517644
3421,84880933,84334362
3422,17846394,18981201
3423,36149443,2871678
3424,2874147,102028871
3425,203637576,123622228
3426,121799301,123625612
3427,2878623,45703052
3428,123625307,53439444
3429,128976583,123620562
3430,2871295,52835526
3431,118861402,15756634
3432,79890696,2878772
3433,44028353,2875502
3434,18980380,3861947
3435,2878623,1604095
3436,11710032,2877363
3437,2877272,208760978
3438,14539141,18988104
3439,2871678,4473256
3440,2874205,31818748
3441,2878623,53810989
3442,7610620,2878623
3443,2871295,10263928
3444,55677859,118869512
3445,797008,2871844
3446,18981201,3436943
3447,17587198,18981201
3448,215138900,2878623
3449,123624419,125867902
3450,2450087,2871896
3451,18988104,56242795
3452,95346728,2871546
3453,1360775,2879848
3454,84884278,106612771
3455,18982341,153540254
3456,20938318,2877363
3457,57758711,2870542
3458,94551461,53184115
3459,2871295,32220278
3460,118864839,100995934
3461,1305661,2871678
3462,51706990,2871678
3463,208953651,2876862
3464,2871295,17200631
3465,18981201,16412863
3466,14093151,2876862
3467,2878772,79574899
3468,14045211,18988104
3469,94552965,17843260
3470,1637884,18980811
3471,20254342,2877363
3472,12457302,2878623
3473,2876862,10989661
3474,118865242,9626393
3475,18980380,212628638
3476,123624419,56081240
3477,5114825,2871295
3478,2874910,5242087
3479,84889665,64755470
3480,18981201,33267241
3481,84889665,26124046
3482,45280800,2878772
3483,214899314,18989842
3484,5479720,2878623
3485,120934395,118865242
3486,29952797,118865242
3487,2879270,44230136
3488,2872613,24272012
3489,53184115,94551461
3490,18989187,31561602
3491,123622228,4004391
3492,2871678,14214486
3493,2871678,10487077
3494,211266439,84886187
3495,28230364,2871678
3496,18980380,59523804
3497,118865242,145815882
3498,54771016,84886121
3499,13814166,116985597
3500,9570645,18981111
3501,2871295,202160281
3502,85920752,84889268
3503,2874205,3970323
3504,18665547,123621809
3505,6817258,84886010
3506,18981358,213187306
3507,2878623,19668713
3508,2874910,10498975
3509,7318291,2877363
3510,2874910,10481484
3511,2871295,10046893
3512,2871678,1867552
3513,16469337,2871896
3514,215352786,84886010
3515,2871678,58556439
3516,123624419,27128630
3517,2874205,3166060
3518,18981201,9495221
3519,205551251,94551461
3520,84881737,3503692
3521,118865242,10947789
3522,53407948,2871295
3523,94550656,122710809
3524,25832166,2870829
3525,10820711,2870859
3526,2871678,53714133
3527,2870859,28191546
3528,2872613,18057155
3529,2871678,6717455
3530,2879270,16263066
3531,2876274,215419020
3532,2871678,23072122
3533,73621999,84885702
3534,23462035,2879848
3535,6769461,2870829
3536,20624281,84880210
3537,148341,84886010
3538,20546142,2871678
3539,2871678,14482220
3540,2878623,18549749
3541,18981358,215358685
3542,151939582,199664249
3543,118865242,16814026
3544,2929085,2878623
3545,71619964,2878623
3546,1954238,2878623
3547,18980463,5018092
3548,11160765,2877363
3549,2875502,14447748
3550,2877363,14545993
3551,84886311,18671022
3552,18980811,49671107
3553,122907385,116986641
3554,207609546,2870252
3555,2878772,71696468
3556,34666541,2878623
3557,52255759,2871295
3558,18985384,3696915
3559,22236857,123621809
3560,2871295,8064175
3561,82823645,84880210
3562,85543523,118869865
3563,11001816,118865242
3564,84886311,17626233
3565,18981111,19342466
3566,10601166,2871678
3567,2876496,9897501
3568,15075513,118869865
3569,84886311,5574402
3570,2871678,29097715
3571,2878623,73657989
3572,123625612,439675
3573,2875102,43787305
3574,12674066,2871295
3575,84886010,7235364
3576,2729701,2875102
3577,87913367,18985384
3578,84888981,55085665
3579,94550656,122002802
3580,2871295,23390268
3581,3279439,2871678
3582,18980380,15820436
3583,12439142,18981111
3584,3436943,18981201
3585,2871678,23093264
3586,55154613,84886311
3587,59429739,84886010
3588,18980811,12974966
3589,14896315,118865242
3590,1829699,84881737
3591,246592,84886010
3592,3038778,84881122
3593,18980811,9979860
3594,5367699,84886010
3595,153275772,18982341
3596,7842029,2874205
3597,18982512,35552261
3598,215057889,123625503
3599,14745148,84880210
3600,53278851,123621596
3601,14562412,2871678
3602,205162407,2878623
3603,34020068,2872418
3604,18988104,15761569
3605,22186157,118865242
3606,85463517,2870542
3607,16553367,18981201
3608,18988104,2033774
3609,104454261,118864839
3610,51983673,2878408
3611,84880933,129616340
3612,123624419,15783251
3613,54703894,2878772
3614,22695324,2878623
3615,40920579,118865242
3616,2875502,15350040
3617,205694373,2871295
3618,122637827,94550656
3619,2872613,3754806
3620,18989187,149639803
3621,215434129,2877363
3622,2871678,38790421
3623,85501607,123620562
3624,1959906,18989187
3625,2878623,29863734
3626,19109763,2871295
3627,2872613,196622323
3628,10675059,2871678
3629,22539815,18989187
3630,6984969,2871678
3631,62607098,118865242
3632,2871844,1358348
3633,10718978,2871678
3634,13377036,2877363
3635,2871295,21633968
3636,94551461,2570126
3637,108794444,118865242
3638,1119874,84880089
3639,18556753,18981201
3640,118865242,14896315
3641,85464346,2871295
3642,4662555,2875502
3643,36337453,123622426
3644,84880280,55825634
3645,210039515,2871295
3646,54825538,118865242
3647,2871678,23142527
3648,84884060,9404352
3649,27539904,2871678
3650,118861402,15448472
3651,18983082,15524489
3652,94551461,205897618
3653,103550604,94554780
3654,202160281,2871295
3655,52581946,18981111
3656,2878623,7068960
3657,2871678,10016510
3658,157798250,199664249
3659,2870829,6769461
3660,9495221,18981201
3661,16201973,18980811
3662,18981358,5015858
3663,25574757,18981358
3664,14273347,18981201
3665,2876274,142917366
3666,118865242,5758770
3667,2879270,18185235
3668,11541541,84886782
3669,84885702,54717305
3670,84886782,11753620
3671,2871678,5001800
3672,9897501,2876496
3673,18988104,55055819
3674,10294554,18980811
3675,53260169,2871295
3676,16859265,2877363
3677,2878623,10976141
3678,84886782,2894495
3679,2874205,71939881
3680,118869865,139176015
3681,123624419,29802713
3682,2878623,206811932
3683,7908042,84889268
3684,18982504,52112559
3685,205525812,2871678
3686,84886311,55154613
3687,15881551,2871295
3688,2879270,15407448
3689,215476175,18981358
3690,18981111,205267295
3691,1928009,118869512
3692,1197538,2875502
3693,123622426,124342520
3694,2873489,30390543
3695,215118134,2871678
3696,13198502,2871295
3697,25358814,2871678
3698,118865242,21436679
3699,18980463,9795406
3700,18980463,4627419
3701,2878408,215171208
3702,2871678,987343
3703,123624419,8433470
3704,4857250,123625503
3705,207377888,18989187
3706,196637953,18985384
3707,6252809,2871844
3708,84888128,55678388
3709,84880039,56391313
3710,11784998,2871295
3711,49718148,18980811
3712,2878538,9160993
3713,18981201,3728841
3714,84887524,40924228
3715,18982127,119722470
3716,56486776,18988104
3717,94554780,103550604
3718,10542369,2876496
3719,13577631,2877021
3720,2880514,2871295
3721,202695123,2873489
3722,8543356,2870252
3723,2874205,215442722
3724,8870000,2871295
3725,2871678,24971231
3726,84880933,208262921
3727,118865242,117331252
3728,84885648,59452112
3729,28538369,18985384
3730,123624419,56393770
3731,123625612,54668135
3732,119113015,199661310
3733,2877272,24118690
3734,215220383,2871678
3735,199664249,151939582
3736,214922514,2878408
3737,56362742,84885702
3738,3710146,2871844
3739,215417536,2877363
3740,18985384,87913367
3741,2879270,49253171
3742,53047537,164943220
3743,2879270,14716824
3744,3304466,2871678
3745,2879848,2814706
3746,17282839,2877021
3747,36578528,2876274
3748,41460368,2871295
3749,15565250,2872653
3750,118865242,18816612
3751,214626636,118865242
3752,2872933,43699284
3753,94551461,211095057
3754,2870829,13570083
3755,52264569,84886311
3756,202014700,2877363
3757,2877038,16742555
3758,2870075,169145114
3759,84886782,141068046
3760,2879270,26833407
3761,4105768,2871678
3762,12703948,2879270
3763,123623002,122236926
3764,3909235,2870252
3765,2871678,8215795
3766,508471,2871678
3767,2876862,35711144
3768,2871844,215180757
3769,215301080,94551461
3770,10891551,18981111
3771,2871678,215560672
3772,39028028,2874205
3773,6695279,123625612
3774,2879270,53360167
3775,84886782,44972398
3776,58652302,118869865
3777,18981201,11067173
3778,18985384,199434505
3779,210904309,94550656
3780,119276954,118860362
3781,84881740,203623868
3782,18980811,14907552
3783,84886782,5795654
3784,116984741,54001122
3785,18982114,22150585
3786,266219,123625563
3787,123624379,109021711
3788,84888593,211554653
3789,2871678,37614612
3790,9795406,18980463
3791,2878772,16773387
3792,53292349,18985384
3793,123624419,7819841
3794,123621651,37683180
3795,18988104,13682355
3796,18989187,198967045
3797,2870252,3909235
3798,31920311,2879270
3799,2870859,46937020
3800,3546771,2871295
3801,28999945,2874584
3802,2871896,210170801
3803,2871678,17790566
3804,55970579,94551157
3805,215626134,2871295
3806,2872613,18750656
3807,2871844,3710146
3808,2879270,2954540
3809,53056376,2871678
3810,20849749,2871295
3811,23039808,18981201
3812,2875502,14643632
3813,5068113,2875102
3814,18476215,18984129
3815,2879848,207887828
3816,1011449,123624419
3817,3489237,2871295
3818,2871295,54168551
3819,2878623,15550486
3820,199661310,119113015
3821,201839305,2878623
3822,2871678,36149443
3823,4658778,118866359
3824,116984741,17414753
3825,137329351,123623002
3826,103934130,84881740
3827,9783934,2878623
3828,54043237,2879270
3829,201018317,2870252
3830,2878623,80130462
3831,123620562,15601490
3832,2871678,35822957
3833,2876274,199054853
3834,215437311,94555004
3835,121200410,84885702
3836,4155856,2871295
3837,21850992,18989187
3838,23125907,18982114
3839,2876862,10510694
3840,18476826,84880933
3841,26961805,118865242
3842,2871678,7424982
3843,2878623,19822531
3844,2871678,12077514
3845,215556801,118869512
3846,214683235,2878772
3847,118865242,1796422
3848,2870829,22794127
3849,215091348,2874147
3850,153313195,2871678
3851,26310094,2871295
3852,2876699,28621763
3853,2878772,11722664
3854,2872613,215142881
3855,6744527,2878623
3856,94551461,95405782
3857,33382723,2878623
3858,205387192,18987532
3859,2874048,11744518
3860,2870252,16786955
3861,35425017,118865242
3862,2877363,53730620
3863,118865242,54079022
3864,118864667,202629214
3865,13760560,116985597
3866,199664249,203594229
3867,2874018,5050582
3868,2879848,55850080
3869,18982512,8388196
3870,123622228,83910196
3871,2876496,21592230
3872,215055962,2871678
3873,18988104,17390689
3874,2871844,199625065
3875,214967519,84885702
3876,84053904,2871295
3877,11284020,2877363
3878,8623769,2877363
3879,2877363,21241530
3880,29097715,2871678
3881,6072391,2878623
3882,84886782,18723910
3883,2874048,18899116
3884,2871678,210864114
3885,2871678,14950873
3886,13672411,2874048
3887,149758289,18989187
3888,2878772,4139431
3889,139176015,118869865
3890,2879848,14538856
3891,18085276,118869865
3892,4641964,2878623
3893,15966175,2871295
3894,2874048,16666878
3895,11440225,2871678
3896,119233779,118869865
3897,59452112,84885648
3898,55484770,84886187
3899,118865242,215669757
3900,2878623,37129061
3901,15657751,2872538
3902,18989842,7765998
3903,123622228,211214438
3904,55117108,199664249
3905,27503861,84880089
3906,2871295,208583964
3907,2872538,158415363
3908,84880089,36751145
3909,12665241,2871678
3910,123624419,2389825
